,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
332,6,1,1,1.0,1,0,1,0,41,97.0,1.0,1.0,89.99999999999967,1,0.3116883116883117,7
333,6,1,2,1.0,2,1,0,0,72,96.0,1.0,1.0,67.00000000000004,1,0.2857142857142857,8
336,6,1,1,1.0,2,1,1,1,54,96.0,1.0,1.0,59.99999999999999,1,0.2207792207792208,8
337,6,1,1,2.0,2,1,0,0,15,97.0,1.0,1.0,39.99999999999998,1,0.14285714285714285,9
339,6,2,3,1.0,2,1,0,0,42,99.0,0.0,2.0,249.99999999999991,1,0.2727272727272727,4
340,6,2,4,1.0,1,1,1,0,75,93.0,1.0,3.0,177.00000000000009,1,0.2597402597402597,9
341,6,1,2,1.0,1,1,1,0,21,91.0,1.0,1.0,115.0,0,0.23376623376623376,9
342,6,2,3,1.0,2,1,1,0,112,91.0,1.0,1.0,199.0,1,0.11688311688311688,0
343,6,1,4,2.0,2,0,1,0,77,99.0,1.0,1.0,79.0,1,0.3376623376623377,3
344,6,0,1,1.0,1,1,0,0,55,97.0,1.0,1.0,79.0,1,0.3116883116883117,5
345,5,1,2,1.0,1,0,1,1,25,97.0,1.0,1.0,129.99999999999997,1,0.2207792207792208,7
346,6,0,1,2.0,2,1,1,0,56,94.0,1.0,1.0,25.00000000000001,1,0.5194805194805194,3
347,5,1,1,1.0,2,1,1,1,17,93.0,1.0,1.0,28.99999999999999,1,0.18181818181818185,8
348,5,1,2,2.0,0,0,0,1,10,90.0,1.0,2.0,42.99999999999997,0,0.2077922077922078,7
350,5,2,5,1.0,1,0,1,1,2,100.0,2.0,3.0,125.00000000000004,1,0.16883116883116886,5
352,6,1,2,1.0,1,1,1,1,8,95.0,1.0,1.0,89.99999999999967,1,0.5714285714285714,8
353,6,1,3,1.0,2,1,1,1,19,99.0,1.0,2.0,95.0,1,0.24675324675324675,9
354,6,2,4,1.0,1,1,0,1,3,93.0,1.0,1.0,210.0,1,0.35064935064935066,3
356,4,1,2,1.0,1,1,1,0,2,100.0,1.0,1.0,125.00000000000004,1,0.3636363636363637,8
357,6,1,2,1.0,2,1,1,0,8,95.0,1.0,1.0,61.00000000000001,1,0.2727272727272727,8
359,4,1,1,1.0,0,0,0,0,3,100.0,1.0,1.0,69.00000000000001,1,0.2077922077922078,1
360,6,1,4,1.0,2,1,1,0,53,91.0,1.0,3.0,74.99999999999997,1,0.2597402597402597,9
361,6,2,4,1.0,2,1,1,0,31,96.0,0.0,2.0,229.00000000000043,1,0.2727272727272727,6
365,6,1,2,1.0,0,0,1,1,8,90.0,1.0,1.0,64.99999999999999,1,0.16883116883116886,9
366,6,1,2,2.0,2,0,1,1,117,96.0,1.0,1.0,88.00000000000004,1,0.2597402597402597,8
367,4,2,2,1.0,2,1,1,0,66,96.0,0.0,1.0,133.0,1,0.3376623376623377,7
368,6,2,2,1.0,1,0,1,0,106,90.0,1.0,1.0,99.0,0,0.12987012987012986,9
369,3,2,5,2.0,1,1,0,0,14,99.0,2.0,2.0,160.00000000000026,1,0.5064935064935064,4
370,5,2,6,1.0,2,1,0,0,31,96.0,2.0,2.0,235.00000000000043,1,0.2597402597402597,8
372,6,2,5,1.0,1,1,1,1,47,90.0,1.0,3.0,129.99999999999997,1,0.2727272727272727,9
373,5,2,4,1.5,1,1,0,0,3,100.0,2.0,2.0,199.99999999999991,1,0.2727272727272727,5
374,5,1,2,1.0,1,0,1,0,6,100.0,1.0,1.0,55.00000000000002,1,0.23376623376623376,9
375,5,1,2,1.0,1,1,1,0,20,98.0,1.0,1.0,46.0,1,0.4935064935064935,3
378,6,1,2,1.0,1,1,1,0,6,100.0,1.0,1.0,119.99999999999996,0,0.14285714285714285,6
379,6,2,2,1.0,2,1,1,0,3,100.0,1.0,1.0,199.99999999999991,1,0.1948051948051948,8
380,6,2,2,1.0,2,0,1,0,114,95.0,1.0,2.0,79.99999999999997,1,0.2077922077922078,2
381,6,2,3,1.0,1,1,1,1,77,99.0,1.0,2.0,119.99999999999996,0,0.2727272727272727,3
382,6,1,2,1.0,2,1,1,0,26,100.0,1.0,1.0,98.00000000000004,1,0.3376623376623377,7
383,5,1,2,1.0,2,1,1,0,63,91.0,1.0,1.0,110.99999999999996,1,0.07792207792207792,0
385,6,2,4,1.0,2,1,0,0,25,96.0,2.0,2.0,104.99999999999996,0,0.2597402597402597,7
387,5,1,2,1.0,2,1,1,0,20,98.0,1.0,1.0,160.00000000000026,1,0.18181818181818185,6
388,6,2,2,1.0,1,1,0,0,18,94.0,1.0,1.0,149.99999999999997,1,0.18181818181818185,9
389,6,1,2,1.0,0,1,0,0,2,100.0,1.0,1.0,108.00000000000004,1,0.3636363636363637,9
390,6,2,3,1.0,1,1,1,0,32,92.0,0.0,3.0,119.00000000000013,0,0.23376623376623376,8
391,6,1,2,1.0,2,1,1,1,51,96.0,1.0,1.0,144.99999999999997,1,0.35064935064935066,9
392,6,2,3,1.0,2,1,0,0,12,100.0,1.0,1.0,249.99999999999991,1,0.2597402597402597,6
393,6,2,2,1.0,1,1,1,0,7,100.0,0.0,1.0,98.00000000000004,1,0.2857142857142857,9
394,6,1,2,1.0,0,1,0,0,3,93.0,2.0,2.0,110.99999999999996,1,0.24675324675324675,9
395,5,2,3,1.0,1,1,0,0,110,93.0,0.0,1.0,56.00000000000002,0,0.23376623376623376,4
396,6,2,2,1.0,2,1,1,1,14,90.0,1.0,1.0,125.00000000000004,1,0.18181818181818185,9
397,5,2,2,1.0,2,1,1,1,63,95.0,0.0,1.0,149.99999999999997,0,0.1948051948051948,6
400,6,2,4,1.5,1,1,1,0,21,99.0,2.0,3.0,395.00000000000006,1,0.42857142857142855,6
401,6,2,5,1.0,0,1,0,1,36,95.0,2.0,2.0,99.0,1,0.2597402597402597,5
402,6,1,2,1.0,1,1,1,0,8,94.0,1.0,2.0,62.99999999999999,1,0.2077922077922078,2
403,6,2,6,1.0,2,1,1,0,13,95.0,1.0,3.0,159.0,1,0.35064935064935066,3
404,6,2,4,1.0,1,1,1,1,14,96.0,1.0,2.0,115.0,0,0.2987012987012987,7
406,6,2,4,1.0,0,0,1,0,2,100.0,1.0,2.0,149.99999999999997,1,0.2077922077922078,8
407,6,1,2,1.0,1,0,0,1,17,96.0,1.0,1.0,59.00000000000002,1,0.2727272727272727,9
408,4,2,4,1.0,2,0,1,0,16,100.0,2.0,2.0,119.99999999999996,1,0.2077922077922078,4
410,4,2,2,1.0,1,1,0,0,14,99.0,1.0,1.0,295.0000000000001,1,0.2987012987012987,6
412,6,2,2,1.0,1,1,0,0,1,100.0,0.0,1.0,133.99999999999997,1,0.12987012987012986,9
413,6,2,4,1.0,2,1,1,1,12,95.0,1.0,2.0,179.0,1,0.2987012987012987,1
415,6,1,2,1.0,2,1,1,0,7,94.0,1.0,1.0,48.99999999999999,1,0.1038961038961039,9
417,6,1,1,1.0,0,0,1,0,16,99.0,1.0,1.0,149.99999999999997,1,0.3116883116883117,9
418,6,2,2,1.0,1,1,0,0,5,100.0,0.0,1.0,98.00000000000004,1,0.2077922077922078,9
420,6,1,1,1.0,2,1,1,0,18,99.0,1.0,1.0,48.99999999999999,0,0.3116883116883117,7
421,6,2,2,1.0,1,1,1,1,36,97.0,1.0,1.0,129.99999999999997,0,0.3246753246753247,7
423,5,1,2,1.0,1,0,1,0,1,100.0,0.0,1.0,67.00000000000004,1,0.24675324675324675,4
424,5,2,2,1.0,1,0,0,0,8,100.0,0.0,1.0,199.99999999999991,1,0.2597402597402597,1
426,4,2,5,3.0,0,1,1,1,3,100.0,2.0,2.0,267.99999999999994,1,0.2987012987012987,0
428,6,2,5,1.0,0,0,1,1,46,98.0,1.0,3.0,199.99999999999991,1,0.4545454545454545,2
429,6,1,2,1.0,2,1,1,1,113,96.0,1.0,1.0,149.0,1,0.4805194805194805,9
430,5,1,6,1.0,1,1,1,1,118,94.0,1.0,3.0,57.99999999999999,1,0.15584415584415584,3
431,6,1,2,1.0,2,1,1,0,10,96.0,1.0,1.0,129.99999999999997,1,0.23376623376623376,9
432,3,2,2,1.0,1,1,0,0,8,98.0,0.0,1.0,128.99999999999997,1,0.2207792207792208,7
434,4,1,2,1.0,2,1,1,0,49,97.0,1.0,1.0,144.00000000000014,1,0.2077922077922078,9
435,6,2,2,1.0,1,1,1,0,14,100.0,1.0,1.0,299.0000000000004,1,0.18181818181818185,9
436,6,1,2,1.0,0,0,1,0,1,100.0,1.0,1.0,59.99999999999999,1,0.2207792207792208,9
437,5,1,2,1.0,1,0,1,0,62,93.0,1.0,1.0,44.00000000000002,1,0.2207792207792208,2
438,5,1,2,1.0,2,1,1,0,8,98.0,1.0,1.0,59.99999999999999,1,0.3246753246753247,1
439,6,1,2,1.0,0,1,1,0,23,97.0,1.0,1.0,85.00000000000001,1,0.2207792207792208,9
440,6,1,2,2.0,0,1,1,0,2,100.0,1.0,1.0,30.000000000000004,1,0.23376623376623376,7
441,6,1,2,1.0,0,1,0,0,3,100.0,1.0,1.0,48.99999999999999,1,0.15584415584415584,8
442,6,2,4,1.0,1,1,0,0,2,100.0,1.0,2.0,125.00000000000004,1,0.14285714285714285,8
444,1,2,2,1.0,2,1,1,0,22,99.0,1.0,1.0,138.00000000000006,1,0.3246753246753247,7
446,6,1,2,1.0,0,1,1,0,60,92.0,1.0,1.0,94.0,1,0.2207792207792208,3
448,6,1,1,1.0,0,1,1,0,3,100.0,1.0,1.0,72.0,0,0.11688311688311688,9
449,5,1,2,1.0,1,1,1,1,22,98.0,1.0,1.0,95.0,1,0.2987012987012987,4
450,5,1,4,1.0,2,1,0,1,11,95.0,1.0,2.0,50.000000000000036,1,0.1948051948051948,8
452,4,2,3,2.0,0,1,0,0,2,100.0,2.0,3.0,199.99999999999991,1,0.1948051948051948,8
454,6,2,2,1.0,2,1,1,0,136,100.0,0.0,1.0,164.9999999999998,1,0.24675324675324675,7
455,2,1,2,1.0,1,1,1,0,5,100.0,1.0,1.0,88.99999999999999,1,0.24675324675324675,1
456,3,2,2,1.0,2,1,1,0,69,98.0,1.0,1.0,92.99999999999994,1,0.2207792207792208,7
457,5,2,6,1.5,1,1,0,0,47,99.0,2.0,2.0,144.99999999999997,0,0.2597402597402597,3
458,6,2,2,1.0,1,1,1,0,31,99.0,0.0,1.0,85.00000000000001,1,0.23376623376623376,8
459,3,2,6,2.0,2,0,1,0,3,100.0,2.0,3.0,649.9999999999992,1,0.3636363636363637,9
460,5,1,6,1.0,1,1,1,0,8,90.0,0.0,3.0,59.99999999999999,1,0.4545454545454545,9
461,6,1,3,1.0,2,0,1,0,1,100.0,1.0,2.0,30.000000000000004,1,0.16883116883116886,8
462,6,2,2,1.0,1,1,1,0,17,100.0,0.0,1.0,142.00000000000014,1,0.2727272727272727,6
463,5,1,1,0.5,0,0,0,0,3,100.0,1.0,1.0,59.99999999999999,1,0.2597402597402597,7
464,6,1,3,1.0,0,1,0,0,2,100.0,1.0,1.0,100.00000000000004,0,0.2077922077922078,9
467,6,1,2,1.0,2,1,1,0,44,99.0,1.0,1.0,85.99999999999982,1,0.24675324675324675,7
468,6,2,2,1.0,1,1,1,0,34,97.0,0.0,1.0,129.99999999999997,1,0.2597402597402597,8
469,6,2,3,1.0,2,1,1,0,17,92.0,1.0,1.0,99.0,1,0.5194805194805194,8
470,2,1,2,2.0,0,1,1,0,6,93.0,1.0,1.0,64.99999999999999,0,0.3116883116883117,8
471,5,1,2,1.5,2,1,1,0,21,98.0,1.0,1.0,74.99999999999997,1,0.2857142857142857,8
472,6,1,2,1.0,1,1,0,1,38,95.0,1.0,1.0,70.00000000000003,1,0.12987012987012986,3
473,6,2,6,1.0,1,1,1,0,15,96.0,2.0,3.0,129.99999999999997,1,0.3376623376623377,4
474,5,1,2,1.0,2,1,0,1,56,90.0,1.0,1.0,50.000000000000036,0,0.12987012987012986,2
475,5,2,2,1.0,2,1,0,0,17,98.0,0.0,1.0,149.0,1,0.2597402597402597,7
476,5,1,2,1.0,2,1,1,0,4,100.0,1.0,1.0,98.00000000000004,1,0.3116883116883117,7
477,6,1,2,1.0,1,1,1,0,57,96.0,1.0,1.0,46.99999999999995,1,0.2077922077922078,8
478,5,1,1,1.0,2,1,0,1,4,95.0,1.0,1.0,44.00000000000002,1,0.3246753246753247,2
479,6,1,2,1.0,2,0,1,0,86,92.0,1.0,1.0,119.99999999999996,1,0.24675324675324675,9
481,6,2,2,1.0,1,1,1,0,1,100.0,1.0,1.0,175.00000000000009,1,0.15584415584415584,8
483,6,1,2,1.0,0,0,1,0,1,100.0,1.0,1.0,64.99999999999999,1,0.18181818181818185,4
484,6,1,2,1.0,0,0,1,0,5,96.0,1.0,1.0,100.00000000000004,0,0.16883116883116886,8
485,6,2,3,1.0,0,1,1,0,106,95.0,1.0,2.0,129.99999999999997,0,0.16883116883116886,5
486,5,1,2,1.5,1,0,1,0,57,98.0,1.0,1.0,99.0,1,0.2207792207792208,5
487,6,2,5,1.0,1,1,1,0,87,88.0,2.0,3.0,119.00000000000013,1,0.2207792207792208,5
488,6,2,2,1.0,2,1,1,0,15,100.0,1.0,1.0,380.00000000000006,1,0.2207792207792208,9
489,5,2,4,1.0,1,1,1,1,50,97.0,0.0,2.0,119.00000000000013,1,0.2857142857142857,1
490,4,1,2,1.0,0,1,1,0,83,98.0,1.0,1.0,100.00000000000004,1,0.35064935064935066,4
491,6,2,3,1.5,2,1,1,0,105,98.0,0.0,1.0,99.0,1,0.3246753246753247,2
492,6,2,2,2.0,2,1,1,0,15,93.0,1.0,1.0,175.00000000000009,1,0.24675324675324675,9
494,5,1,2,1.0,2,1,1,0,5,96.0,1.0,1.0,88.99999999999999,1,0.12987012987012986,1
495,4,1,1,1.0,2,1,1,0,75,100.0,1.0,1.0,50.000000000000036,1,0.3246753246753247,3
496,6,1,2,1.0,1,1,1,0,22,93.0,1.0,1.0,59.00000000000002,1,0.2727272727272727,4
497,6,1,2,1.0,1,1,0,0,2,100.0,1.0,2.0,119.99999999999996,1,0.35064935064935066,9
499,2,2,6,1.0,1,1,1,0,7,97.0,2.0,3.0,249.99999999999991,1,0.3636363636363637,6
500,2,1,2,1.0,2,0,1,0,3,93.0,1.0,1.0,48.99999999999999,1,0.2597402597402597,1
501,6,1,1,2.0,2,1,1,0,18,95.0,1.0,1.0,74.99999999999997,1,0.14285714285714285,8
503,6,1,2,1.0,2,1,1,0,7,100.0,1.0,1.0,25.00000000000001,1,0.2857142857142857,1
506,6,2,3,1.0,1,1,1,0,17,94.0,1.0,1.0,125.00000000000004,1,0.18181818181818185,7
508,5,1,1,1.0,1,0,1,1,48,94.0,1.0,1.0,64.99999999999999,1,0.3636363636363637,1
509,2,1,2,1.0,1,1,1,0,49,95.0,1.0,1.0,110.00000000000004,1,0.2207792207792208,8
510,6,2,2,1.0,2,1,1,0,2,100.0,1.0,1.0,100.00000000000004,1,0.24675324675324675,8
511,6,1,2,1.0,2,0,1,0,2,90.0,1.0,1.0,68.00000000000001,0,0.1948051948051948,8
512,5,1,2,1.0,2,1,1,0,1,100.0,1.0,1.0,85.99999999999982,0,0.23376623376623376,7
514,6,0,1,1.0,1,1,1,1,5,100.0,1.0,1.0,45.00000000000002,1,0.3246753246753247,9
515,0,2,4,1.0,0,1,0,0,1,100.0,0.0,2.0,149.0,1,0.24675324675324675,1
516,6,2,3,1.0,2,1,1,0,63,91.0,1.0,1.0,99.0,1,0.1948051948051948,8
517,6,1,2,1.0,2,1,1,0,30,99.0,1.0,1.0,119.99999999999996,1,0.3116883116883117,5
519,6,2,2,1.0,1,1,1,0,9,98.0,1.0,1.0,99.0,1,0.2987012987012987,7
521,5,1,2,1.0,2,1,1,0,48,95.0,1.0,1.0,135.00000000000003,1,0.3116883116883117,7
522,6,2,2,1.0,0,1,0,1,5,90.0,0.0,1.0,95.0,1,0.23376623376623376,5
523,6,2,5,1.0,2,0,1,0,1,100.0,2.0,2.0,425.00000000000017,1,0.2077922077922078,9
524,6,1,2,1.0,1,0,0,0,13,89.0,1.0,1.0,48.99999999999999,1,0.16883116883116886,9
525,6,1,2,1.0,1,1,1,0,35,99.0,1.0,1.0,82.9999999999999,1,0.35064935064935066,3
526,6,1,2,1.0,0,1,1,0,67,94.0,1.0,1.0,69.00000000000001,0,0.15584415584415584,2
527,5,1,5,1.0,0,0,0,0,44,97.0,2.0,3.0,115.0,1,0.2857142857142857,4
529,6,1,2,1.0,1,0,1,0,54,93.0,1.0,1.0,54.00000000000001,0,0.18181818181818185,7
531,4,2,3,1.0,1,0,1,0,12,96.0,1.0,1.0,199.99999999999991,1,0.23376623376623376,6
532,6,2,2,1.0,0,1,1,0,2,100.0,1.0,1.0,152.9999999999997,1,0.3246753246753247,8
535,6,2,2,1.0,1,1,1,0,10,100.0,1.0,2.0,126.99999999999987,1,0.18181818181818185,9
536,5,2,4,1.0,1,1,1,0,15,97.0,1.0,2.0,175.00000000000009,1,0.3636363636363637,1
537,6,1,2,1.0,2,1,1,0,14,94.0,1.0,1.0,64.99999999999999,1,0.24675324675324675,8
538,6,2,2,1.0,2,1,1,0,7,97.0,1.0,1.0,235.00000000000043,1,0.14285714285714285,7
539,5,1,2,1.0,0,0,0,0,2,100.0,1.0,1.0,74.99999999999997,1,0.1948051948051948,1
541,6,2,6,1.0,2,1,1,1,95,91.0,0.0,3.0,230.00000000000026,0,0.2987012987012987,9
542,5,1,4,1.0,2,1,1,0,4,95.0,1.0,1.0,44.00000000000002,1,0.15584415584415584,7
543,6,1,2,1.0,0,1,1,1,25,89.0,1.0,1.0,44.00000000000002,1,0.1948051948051948,8
544,6,2,1,1.0,1,1,1,0,14,93.0,0.0,1.0,110.00000000000004,1,0.2207792207792208,6
545,2,1,2,1.0,2,1,1,0,99,92.0,1.0,1.0,45.00000000000002,1,0.24675324675324675,0
546,6,1,2,1.0,1,1,1,0,16,89.0,1.0,1.0,74.00000000000003,1,0.2727272727272727,9
547,6,1,2,1.5,2,1,1,1,44,89.0,1.0,1.0,224.9999999999998,0,0.2727272727272727,9
548,6,1,2,1.0,2,1,0,0,42,92.0,1.0,1.0,59.99999999999999,1,0.2207792207792208,8
549,6,1,2,1.0,2,1,1,0,26,97.0,1.0,1.0,59.99999999999999,1,0.2597402597402597,1
550,5,1,2,1.5,0,0,0,1,29,94.0,1.0,1.0,104.99999999999996,0,0.3116883116883117,8
552,6,1,1,1.0,0,0,0,0,1,100.0,1.0,1.0,149.99999999999997,1,0.18181818181818185,0
553,3,1,2,1.0,1,1,0,1,94,95.0,1.0,1.0,89.99999999999967,1,0.14285714285714285,8
554,6,2,6,2.0,2,1,1,0,2,100.0,2.0,3.0,249.99999999999991,1,0.24675324675324675,6
555,5,2,3,1.0,2,1,0,1,63,94.0,2.0,2.0,90.99999999999996,1,0.24675324675324675,7
556,5,2,2,1.0,1,1,1,0,46,100.0,0.0,1.0,125.00000000000004,1,0.18181818181818185,7
557,5,1,4,1.0,2,1,1,0,6,97.0,2.0,2.0,100.00000000000004,1,0.2727272727272727,8
558,6,2,4,1.0,1,1,1,0,44,88.0,1.0,2.0,289.99999999999994,0,0.11688311688311688,9
559,1,2,3,1.0,2,1,1,1,40,97.0,1.0,1.0,249.99999999999991,1,0.2987012987012987,8
560,5,1,1,1.5,2,1,1,0,17,99.0,1.0,1.0,37.99999999999999,1,0.3116883116883117,7
561,6,1,2,2.0,2,1,1,0,62,95.0,1.0,1.0,48.99999999999999,1,0.2077922077922078,8
563,5,1,1,1.0,2,1,0,0,3,93.0,1.0,1.0,37.99999999999999,1,0.18181818181818185,4
564,6,1,2,1.0,1,1,0,1,3,100.0,1.0,1.0,72.0,1,0.2597402597402597,2
566,6,2,4,1.0,2,1,0,1,36,95.0,1.0,3.0,249.99999999999991,1,0.24675324675324675,9
569,5,1,4,1.0,0,1,1,0,4,90.0,1.0,2.0,149.99999999999997,1,0.16883116883116886,6
570,6,2,2,1.0,2,1,0,0,51,93.0,1.0,1.0,119.99999999999996,1,0.1948051948051948,9
571,5,1,1,1.0,0,0,0,0,21,96.0,1.0,1.0,59.99999999999999,0,0.14285714285714285,2
572,6,2,2,1.0,2,1,1,0,69,92.0,2.0,2.0,99.0,0,0.18181818181818185,7
573,5,1,3,1.0,1,1,1,0,123,96.0,1.0,2.0,79.0,1,0.23376623376623376,7
574,0,2,2,1.0,1,1,1,0,15,99.0,1.0,1.0,119.99999999999996,0,0.35064935064935066,7
576,6,0,1,1.0,2,0,1,0,73,90.0,1.0,1.0,50.000000000000036,0,0.09090909090909093,7
578,5,1,2,1.0,2,0,1,0,3,100.0,1.0,1.0,329.0000000000003,1,0.42857142857142855,8
579,6,1,2,1.0,1,1,1,0,22,98.0,1.0,1.0,64.99999999999999,1,0.18181818181818185,9
580,3,1,2,1.0,2,1,1,0,10,89.0,1.0,1.0,70.00000000000003,1,0.1948051948051948,8
581,6,2,5,1.5,1,1,0,1,1,100.0,1.0,3.0,295.0000000000001,1,0.18181818181818185,8
582,6,2,4,1.0,2,1,1,0,1,100.0,2.0,2.0,64.99999999999999,1,0.15584415584415584,3
583,2,2,3,1.0,0,1,0,0,5,95.0,1.0,2.0,119.99999999999996,0,0.15584415584415584,2
584,6,2,2,1.0,0,0,0,0,10,92.0,1.0,1.0,95.0,0,0.14285714285714285,9
585,6,1,2,1.0,2,1,1,1,87,99.0,1.0,1.0,99.0,1,0.24675324675324675,9
586,6,1,2,1.0,1,1,1,0,52,94.0,1.0,1.0,55.00000000000002,1,0.4415584415584416,5
587,6,2,5,1.0,2,0,1,0,29,94.0,1.0,1.0,160.00000000000026,1,0.14285714285714285,3
589,6,2,3,1.0,1,1,1,0,9,93.0,1.0,1.0,199.99999999999991,0,0.2077922077922078,5
591,6,2,6,2.0,1,1,1,1,43,98.0,2.0,3.0,209.0000000000001,1,0.3376623376623377,7
594,6,2,2,1.0,2,1,1,0,19,97.0,0.0,1.0,275.00000000000057,1,0.2597402597402597,4
595,5,1,2,1.0,2,1,1,0,18,98.0,1.0,1.0,74.99999999999997,0,0.2987012987012987,3
596,6,1,2,1.0,1,1,1,0,14,100.0,1.0,1.0,59.99999999999999,1,0.2207792207792208,8
597,5,2,2,0.5,2,1,1,0,97,93.0,1.0,1.0,100.00000000000004,1,0.2597402597402597,7
598,5,2,2,1.0,2,1,1,1,29,97.0,1.0,1.0,89.99999999999967,1,0.3376623376623377,3
599,5,2,3,1.0,0,0,0,1,18,97.0,2.0,1.0,92.99999999999994,1,0.2727272727272727,2
602,5,1,3,1.0,1,1,1,0,75,97.0,1.0,2.0,239.99999999999974,1,0.2597402597402597,6
603,6,1,2,1.0,1,0,1,0,47,95.0,1.0,1.0,104.0,1,0.2727272727272727,7
604,6,2,4,1.0,1,1,1,0,10,100.0,1.0,2.0,164.9999999999998,1,0.3116883116883117,5
605,5,1,2,1.0,0,0,1,0,13,100.0,1.0,1.0,64.99999999999999,1,0.2207792207792208,7
606,6,2,4,1.0,2,1,0,0,9,96.0,1.0,2.0,95.0,1,0.23376623376623376,8
607,3,1,3,1.0,0,0,1,0,4,95.0,0.0,1.0,110.00000000000004,1,0.11688311688311688,6
608,5,1,2,1.0,2,1,0,0,69,94.0,1.0,1.0,74.99999999999997,1,0.24675324675324675,7
609,6,2,4,1.0,0,1,1,0,29,95.0,1.0,1.0,115.0,1,0.1948051948051948,7
610,5,2,2,1.0,2,1,1,1,43,99.0,1.0,1.0,99.0,1,0.2987012987012987,7
611,6,2,3,1.0,0,0,0,1,4,100.0,1.0,1.0,195.0,1,0.15584415584415584,4
612,6,2,4,2.0,0,0,0,0,1,100.0,2.0,2.0,190.0,0,0.15584415584415584,9
613,6,1,2,1.5,1,1,1,0,75,95.0,1.0,1.0,92.0,1,0.2077922077922078,0
614,6,2,2,1.0,0,1,1,0,3,93.0,1.0,1.0,74.99999999999997,0,0.1948051948051948,9
615,6,2,4,1.0,2,1,1,0,42,100.0,2.0,3.0,100.00000000000004,1,0.3246753246753247,3
616,3,2,4,1.0,1,0,0,1,87,89.0,1.0,2.0,128.99999999999997,1,0.12987012987012986,6
617,6,2,4,1.0,2,1,1,0,7,97.0,2.0,2.0,249.99999999999991,1,0.12987012987012986,9
618,6,2,2,1.0,2,1,0,0,11,96.0,1.0,1.0,184.99999999999991,1,0.2597402597402597,9
619,6,2,2,1.0,2,1,1,0,8,89.0,1.0,2.0,108.99999999999996,0,0.2077922077922078,9
620,5,2,3,1.0,0,0,1,0,10,96.0,2.0,2.0,300.00000000000017,1,0.15584415584415584,6
621,6,2,2,1.0,1,1,0,0,6,100.0,0.0,2.0,179.0,1,0.12987012987012986,9
622,6,2,2,1.0,2,1,1,0,48,92.0,0.0,1.0,98.00000000000004,1,0.11688311688311688,8
623,6,2,2,1.0,2,1,1,0,50,94.0,1.0,1.0,127.99999999999996,1,0.3116883116883117,6
624,6,2,6,1.5,2,1,0,0,14,93.0,2.0,3.0,74.99999999999997,1,0.2727272727272727,3
625,6,1,2,2.0,1,1,0,1,6,100.0,1.0,1.0,149.99999999999997,1,0.4025974025974026,6
626,6,2,4,1.0,2,1,0,0,13,94.0,2.0,2.0,244.00000000000009,0,0.23376623376623376,9
628,3,2,3,1.0,1,0,1,1,25,99.0,2.0,2.0,249.99999999999991,1,0.5064935064935064,6
629,1,2,2,1.0,1,1,1,1,132,98.0,0.0,1.0,104.99999999999996,1,0.2857142857142857,7
630,6,1,1,1.0,2,1,1,0,11,96.0,1.0,1.0,70.00000000000003,1,0.15584415584415584,8
632,1,2,3,1.0,1,1,1,0,1,100.0,1.0,1.0,160.00000000000026,0,0.37662337662337664,3
634,6,2,2,1.5,1,1,0,1,49,96.0,0.0,1.0,45.00000000000002,1,0.2077922077922078,8
635,5,1,1,0.0,2,1,1,0,7,93.0,1.0,1.0,39.99999999999998,0,0.2207792207792208,0
636,5,1,4,1.0,1,1,1,0,53,96.0,1.0,2.0,144.99999999999997,1,0.2077922077922078,0
638,5,1,2,1.0,1,1,1,0,12,98.0,1.0,1.0,50.000000000000036,1,0.1948051948051948,1
639,6,1,2,1.0,2,1,1,1,28,96.0,1.0,1.0,104.99999999999996,1,0.2207792207792208,6
640,6,2,2,1.0,0,1,0,0,1,100.0,1.0,1.0,55.00000000000002,1,0.23376623376623376,1
641,6,2,4,1.0,2,1,0,0,6,100.0,1.0,2.0,149.0,1,0.2857142857142857,5
642,6,2,4,1.0,2,1,1,0,47,97.0,2.0,2.0,348.99999999999994,1,0.3376623376623377,9
645,6,1,2,1.5,0,0,1,1,13,98.0,1.0,1.0,69.00000000000001,1,0.1948051948051948,8
648,6,2,5,1.0,1,1,1,1,112,94.0,1.0,3.0,149.0,1,0.3116883116883117,7
649,6,2,4,1.0,0,1,1,0,56,90.0,2.0,2.0,100.00000000000004,0,0.23376623376623376,8
650,5,1,2,1.0,1,1,1,0,68,98.0,1.0,1.0,74.99999999999997,1,0.3636363636363637,1
652,1,2,4,1.0,0,1,0,0,2,100.0,0.0,3.0,179.99999999999991,0,0.12987012987012986,8
654,1,2,2,1.0,1,1,1,0,13,100.0,1.0,2.0,349.99999999999983,1,0.4675324675324675,6
656,6,2,3,1.5,2,1,1,1,30,95.0,2.0,2.0,125.00000000000004,1,0.2987012987012987,8
658,6,1,5,1.0,2,1,0,1,9,98.0,2.0,3.0,34.99999999999999,0,0.2077922077922078,7
659,5,1,5,1.0,2,1,1,0,123,89.0,1.0,2.0,100.00000000000004,1,0.2207792207792208,4
660,6,2,4,1.0,0,0,1,0,1,100.0,1.0,2.0,119.99999999999996,1,0.15584415584415584,7
662,6,2,2,1.0,0,1,1,0,24,96.0,0.0,1.0,199.99999999999991,1,0.24675324675324675,8
